"","Pollster","Start.Date","End.Date","Entry.Date.Time..ET.","Number.of.Observations","Population","Mode","Trump","Clinton","Johnson","Other","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Question.Text","Question.Iteration"
"70","NBC/WSJ/Marist","2016-07-05","2016-07-10","2016-07-13T17:07:36Z",848,"Registered Voters","Live Phone",39,39,NA,11,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24876","http://maristpoll.marist.edu/wp-content/misc/OHPolls/OH160705/NBC%20News_WSJ_Marist%20Poll_Ohio%20Nature%20of%20the%20Sample%20and%20Tables_July%202016.pdf#page=1","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1
"71","NBC/WSJ/Marist","2016-07-05","2016-07-10","2016-07-13T17:07:36Z",848,"Registered Voters","Live Phone",35,38,9,6,12,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24876","http://maristpoll.marist.edu/wp-content/misc/OHPolls/OH160705/NBC%20News_WSJ_Marist%20Poll_Ohio%20Nature%20of%20the%20Sample%20and%20Tables_July%202016.pdf#page=1","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2
"72","Gravis Marketing/OANN","2016-06-27","2016-06-28","2016-07-20T20:30:31Z",1270,"Registered Voters","Automated Phone",47,46,NA,7,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-24940","http://www.realclearpolitics.com/docs/2016/Gravis_Ohio_June_27_to_28_2016.pdf","Nonpartisan","None","If the election for President were held today, for whom would you vote?",1
"73","RABA Research","2016-06-22","2016-06-28","2016-07-26T20:40:34Z",599,"Likely Voters","Live Phone",38,41,NA,9,11,"http://elections.huffingtonpost.com/pollster/polls/raba-research-24973","http://www.rabaresearch.com/documents/RABA-Ohio-Survey-Results-June-2016.pdf","Nonpartisan","None","The candidates for president are Republican Donald Trump and Democrat Hillary Clinton. If the election were held today, for whom would you vote?",1
"74","PPP (D-Americans United for Change/Constitutional Responsibility Project) ","2016-06-22","2016-06-23","2016-06-28T03:27:15Z",708,"Likely Voters","IVR/Online",40,44,NA,NA,16,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-americans-united-for-change-constitutional-responsibility-project-24788","http://www.americansunitedforchange.org/page/-/SupremeCourtMemo62816.pdf","Sponsor","Dem","",1
"75","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016-06-11","2016-06-20","2016-07-09T02:24:29Z",300,"Likely Voters","Live Phone",48,47,NA,3,2,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24847","http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf","Sponsor","Dem","",1
"76","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016-06-11","2016-06-20","2016-07-09T02:24:29Z",300,"Likely Voters","Live Phone",41,41,14,1,4,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24847","http://big.assets.huffingtonpost.com/Dcorps_WV_BG_2016.pdf","Sponsor","Dem","",2
"77","Quinnipiac","2016-06-08","2016-06-19","2016-06-21T11:19:24Z",971,"Registered Voters","Live Phone",40,40,NA,6,14,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24721","https://www.qu.edu/images/polling/ps/ps06212016_Sfw34kbm.pdf","Nonpartisan","None","",1
"78","Quinnipiac","2016-06-08","2016-06-19","2016-06-21T11:19:24Z",971,"Registered Voters","Live Phone",36,38,8,5,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24721","https://www.qu.edu/images/polling/ps/ps06212016_Sfw34kbm.pdf","Nonpartisan","None","",2
"79","Zogby (Internet)","2016-05-18","2016-05-22","2016-05-25T20:19:14Z",679,"Likely Voters","Internet",39,45,NA,NA,16,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-24556","http://zogbyanalytics.com/news/747-ohio-likely-voters-choose-clinton-and-sanders-over-trump","Nonpartisan","None","",1
"80","Zogby (Internet)","2016-05-18","2016-05-22","2016-05-25T20:19:14Z",679,"Likely Voters","Internet",33,38,NA,9,20,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-24556","http://zogbyanalytics.com/news/747-ohio-likely-voters-choose-clinton-and-sanders-over-trump","Nonpartisan","None","",2
"81","CBS/YouGov","2016-05-16","2016-05-19","2016-05-22T18:30:11Z",992,"Likely Voters","Internet",39,44,NA,NA,17,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-24530","https://www.scribd.com/doc/313450292/CBS-News-2016-Battleground-Tracker-Ohio-May-22","Nonpartisan","None","",1
"82","Quinnipiac","2016-04-27","2016-05-08","2016-05-10T11:12:08Z",1042,"Registered Voters","Live Phone",43,39,NA,3,14,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24464","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2345","Nonpartisan","None","",1
"83","PPP (D)","2016-04-26","2016-04-27","2016-05-02T14:10:27Z",799,"Registered Voters","IVR/Online",42,45,NA,NA,14,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24417","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_50216.pdf","Pollster","Dem","",1
"84","NBC/WSJ/Marist","2016-03-04","2016-03-10","2016-03-13T15:59:46Z",2052,"Registered Voters","Live Phone",42,48,NA,NA,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-marist-24059","http://maristpoll.marist.edu/313-trump-ahead-in-fl-il-kasich-up-in-oh-clinton-ahead-in-fl-il-and-oh/","Nonpartisan","None","",1
"85","PPP (D)","2016-03-04","2016-03-06","2016-03-10T20:38:57Z",1248,"Likely Voters","Automated Phone",40,45,NA,NA,15,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24043","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_31016.pdf","Pollster","Dem","",1
"86","CNN","2016-03-02","2016-03-06","2016-03-09T14:57:04Z",884,"Registered Voters","Live Phone",43,50,NA,6,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-24022","http://www.cnn.com/2016/03/09/politics/trump-clinton-lead-florida-ohio/index.html","Nonpartisan","None","",1
"87","Quinnipiac","2016-02-16","2016-02-20","2016-02-24T16:23:25Z",1539,"Registered Voters","Live Phone",44,42,NA,2,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23851","http://www.quinnipiac.edu/images/polling/oh/oh02232016_Osm46vb.pdf","Nonpartisan","None","",1
"88","Baldwin Wallace University","2016-02-11","2016-02-20","2016-02-25T22:10:36Z",825,"Likely Voters","Internet",39,37,NA,20,4,"http://elections.huffingtonpost.com/pollster/polls/baldwin-wallace-university-23879","http://www.bw.edu/Assets/stories/2016/ToplineReport_Ohio%20Election%20Poll_Feb24-FINALx.pdf","Nonpartisan","None","",1
"89","Quinnipiac","2015-09-25","2015-10-05","2015-10-07T16:45:12Z",1180,"Registered Voters","Live Phone",42,43,NA,3,12,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22861","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2287","Nonpartisan","None","",1
"90","Quinnipiac","2015-08-07","2015-08-18","2015-08-21T01:06:48Z",1096,"Registered Voters","Live Phone",38,43,NA,4,16,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22583","http://www.quinnipiac.edu/images/polling/ps/soh08202015_trendscrosstabs_Sdeg82k.pdf","Nonpartisan","None","",1
